name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,date
Poland,POL,PLN,10.1,3.68695,13822.619,2018-07-01
Portugal,PRT,EUR,3.25,0.853205921249094,21161.286,2018-07-01
Qatar,QAT,QAR,12,3.641,60804.259,2018-07-01
Romania,ROU,RON,9.2,3.97325,10757.004,2018-07-01
Russia,RUS,RUB,130,62.14065,10608.159,2018-07-01
Saudi Arabia,SAU,SAR,12,3.7504,21120.481,2018-07-01
Singapore,SGP,SGD,5.8,1.35585,57713.335,2018-07-01
Slovakia,SVK,EUR,3,0.853205921249094,17664.299,2018-07-01
Slovenia,SVN,EUR,2.3,0.853205921249094,23654.409,2018-07-01
Sweden,SWE,SEK,51,8.7526,53217.627,2018-07-01
Thailand,THA,THB,119,33.17,6590.638,2018-07-01
Turkey,TUR,TRY,10.75,4.70625,10511.996,2018-07-01
Taiwan,TWN,TWD,69,30.3725,24576.665,2018-07-01
Ukraine,UKR,UAH,50,26.199,2582.838,2018-07-01
Uruguay,URY,UYU,140,31.31,16722.407,2018-07-01
United States,USA,USD,5.51,1,59501.114,2018-07-01
Vietnam,VNM,VND,65000,23039.5,2353.691,2018-07-01
South Africa,ZAF,ZAR,31,13.3619,6179.87,2018-07-01
United Arab Emirates,ARE,AED,14,3.67315,37732.656,2019-01-01
Argentina,ARG,ARS,75,37.455,14462.92,2019-01-01
Australia,AUS,AUD,6.1,1.40163991870488,55692.73,2019-01-01
Austria,AUT,EUR,3.76,0.87248614928238,47347.437,2019-01-01
Azerbaijan,AZE,AZN,3.95,1.6965,4140.65,2019-01-01
Belgium,BEL,EUR,4.2,0.87248614928238,43488.492,2019-01-01
Bahrain,BHR,BHD,1.2,0.377,24325.794,2019-01-01
Brazil,BRA,BRL,16.9,3.71795,9895.765,2019-01-01
Canada,CAN,CAD,6.77,1.3314,45094.605,2019-01-01
Switzerland,CHE,CHF,6.5,0.98165,80637.381,2019-01-01
Chile,CHL,CLP,2640,678.99,15067.724,2019-01-01
China,CHN,CNY,20.9,6.8497,8643.107,2019-01-01
Colombia,COL,COP,11900,3191.5,6379.606,2019-01-01
Costa Rica,CRI,CRC,2290,606.975,11728.613,2019-01-01
Czech Republic,CZE,CZK,85,22.31165,20401.577,2019-01-01
Germany,DEU,EUR,4.12,0.87248614928238,44769.224,2019-01-01
Denmark,DNK,DKK,30,6.51545,56630.596,2019-01-01
Egypt,EGY,EGP,40,17.91,2495.02,2019-01-01
Spain,ESP,EUR,3.95,0.87248614928238,28358.808,2019-01-01
Estonia,EST,EUR,3.2,0.87248614928238,19735.347,2019-01-01
Euro area,EUZ,EUR,4.05,0.87248614928238,37309.0933792496,2019-01-01
Finland,FIN,EUR,4.62,0.87248614928238,45927.492,2019-01-01
France,FRA,EUR,4.2,0.87248614928238,39932.686,2019-01-01
Britain,GBR,GBP,3.19,0.783208020050125,39800.274,2019-01-01
Greece,GRC,EUR,3.35,0.87248614928238,18637.27,2019-01-01
Guatemala,GTM,GTQ,25,7.7283,4469.457,2019-01-01
Hong Kong,HKG,HKD,20,7.83435,46080.481,2019-01-01
Honduras,HND,HNL,85,24.3391,2766.271,2019-01-01
Croatia,HRV,HRK,21,6.47885,13271.376,2019-01-01
Hungary,HUN,HUF,850,280.26875,14209.443,2019-01-01
Indonesia,IDN,IDR,33000,14090,3875.769,2019-01-01
India,IND,INR,178,69.685,1976.093,2019-01-01
Ireland,IRL,EUR,4.07,0.87248614928238,68710.817,2019-01-01
Israel,ISR,ILS,17,3.70785,40272.966,2019-01-01
Italy,ITA,EUR,4.2,0.87248614928238,31996.984,2019-01-01
Jordan,JOR,JOD,1.95,0.7096,4135.585,2019-01-01
Japan,JPN,JPY,390,108.44,38448.569,2019-01-01
South Korea,KOR,KRW,4500,1118.6,29938.45,2019-01-01
Kuwait,KWT,KWD,1.05,0.3031,27393.912,2019-01-01
Lebanon,LBN,LBP,6500,1507,12013.438,2019-01-01
Sri Lanka,LKA,LKR,580,182.245,4073.309,2019-01-01
Lithuania,LTU,EUR,2.85,0.87248614928238,16730.626,2019-01-01
Latvia,LVA,EUR,2.8,0.87248614928238,15550.442,2019-01-01
Moldova,MDA,MDL,40,17.263,2694.469,2019-01-01
Mexico,MEX,MXN,49,19.30875,9318.823,2019-01-01
Malaysia,MYS,MYR,9.05,4.1175,9755.178,2019-01-01
Nicaragua,NIC,NIO,103,32.3607,2220.676,2019-01-01
Netherlands,NLD,EUR,4,0.87248614928238,48555.353,2019-01-01
Norway,NOR,NOK,50,8.5329,75389.46,2019-01-01
New Zealand,NZL,NZD,6.2,1.4792899408284,41572.269,2019-01-01
Oman,OMN,OMR,1.05,0.3849,17128.372,2019-01-01
Pakistan,PAK,PKR,460,138.88,1545.938,2019-01-01
Peru,PER,PEN,10.5,3.3485,6731.851,2019-01-01
Philippines,PHL,PHP,140,52.3925,2988.897,2019-01-01
Poland,POL,PLN,10.5,3.74845,13821.233,2019-01-01
Portugal,PRT,EUR,3.25,0.87248614928238,21158.999,2019-01-01
Qatar,QAT,QAR,12,3.64125,61024.774,2019-01-01
Romania,ROU,RON,9.3,4.06695,10785.993,2019-01-01
Russia,RUS,RUB,110.17,66.685,10955.792,2019-01-01
Saudi Arabia,SAU,SAR,12,3.75115,21096.44,2019-01-01
Singapore,SGP,SGD,5.8,1.3559,57713.335,2019-01-01
Slovakia,SVK,EUR,3.2,0.87248614928238,17655.053,2019-01-01
Slovenia,SVN,EUR,2.3,0.87248614928238,23654.409,2019-01-01
Sweden,SWE,SEK,52,8.90625,52925.128,2019-01-01
Thailand,THA,THB,119,32.0075,6590.638,2019-01-01
Turkey,TUR,TRY,10.75,5.3834,10537.186,2019-01-01
Taiwan,TWN,TWD,69,30.803,24292.091,2019-01-01
Ukraine,UKR,UAH,54,27.8,2656.01,2019-01-01
Uruguay,URY,UYU,140,32.51,16941.557,2019-01-01
United States,USA,USD,5.58,1,59792.013,2019-01-01
Vietnam,VNM,VND,65000,23199,2353.356,2019-01-01
South Africa,ZAF,ZAR,31,13.8675,6179.87,2019-01-01
United Arab Emirates,ARE,AED,14.75,3.67315,37732.66,2019-07-09
Argentina,ARG,ARS,120,41.8045,14588.01,2019-07-09
Australia,AUS,AUD,6.15,1.4436263894904,55957.72,2019-07-09
Austria,AUT,EUR,3.81,0.892339267389462,47383.87,2019-07-09
Azerbaijan,AZE,AZN,3.95,1.6965,4200.33,2019-07-09
Belgium,BEL,EUR,4.2,0.892339267389462,43672.41,2019-07-09
Bahrain,BHR,BHD,1.4,0.377,24399.25,2019-07-09
Brazil,BRA,BRL,17.5,3.8073,9928.23,2019-07-09
Canada,CAN,CAD,6.77,1.31305,45223.97,2019-07-09
Switzerland,CHE,CHF,6.5,0.99355,80642.58,2019-07-09
Chile,CHL,CLP,2640,689.75,15127.76,2019-07-09
China,CHN,CNY,21,6.8846,8677.4,2019-07-09
Colombia,COL,COP,11900,3227,6325.49,2019-07-09
Costa Rica,CRI,CRC,2290,581.935,11810.18,2019-07-09
Czech Republic,CZE,CZK,85,22.7993,20409.98,2019-07-09
Germany,DEU,EUR,4.14,0.892339267389462,44770.58,2019-07-09
Denmark,DNK,DKK,30,6.6593,57380.2,2019-07-09
Egypt,EGY,EGP,42,16.615,2495.02,2019-07-09
Spain,ESP,EUR,3.95,0.892339267389462,28377.76,2019-07-09
Estonia,EST,EUR,3.2,0.892339267389462,20240.91,2019-07-09
Euro area,EUZ,EUR,4.08,0.892339267389462,37379.5830698961,2019-07-09
Finland,FIN,EUR,4.75,0.892339267389462,45937.75,2019-07-09
France,FRA,EUR,4.2,0.892339267389462,40045.58,2019-07-09
Britain,GBR,GBP,3.29,0.802181934862827,39975.38,2019-07-09
Greece,GRC,EUR,3.3,0.892339267389462,18897.64,2019-07-09
Guatemala,GTM,GTQ,25,7.6802,4469.46,2019-07-09
Hong Kong,HKG,HKD,20.5,7.8105,46091.22,2019-07-09
Honduras,HND,HNL,86,24.4834,2491.47,2019-07-09
Croatia,HRV,HRK,22,6.5981,13382.06,2019-07-09
Hungary,HUN,HUF,900,290.5412,14264.25,2019-07-09
Indonesia,IDN,IDR,32000,14130,3884.72,2019-07-09
India,IND,INR,183,68.5544,2014.01,2019-07-09
Ireland,IRL,EUR,4.3,0.892339267389462,68722.58,2019-07-09
Israel,ISR,ILS,17,3.5667,40560.26,2019-07-09
Italy,ITA,EUR,4.3,0.892339267389462,32132.47,2019-07-09
Jordan,JOR,JOD,2.3,0.709,4201.66,2019-07-09
Japan,JPN,JPY,390,108.765,38344.02,2019-07-09
South Korea,KOR,KRW,4500,1180.55,29749.8,2019-07-09
Kuwait,KWT,KWD,1.1,0.3045,26863.33,2019-07-09
Lebanon,LBN,LBP,6500,1507,8778.47,2019-07-09
Sri Lanka,LKA,LKR,640,175.675,4073.44,2019-07-09
Lithuania,LTU,EUR,2.85,0.892339267389462,16863.65,2019-07-09
Latvia,LVA,EUR,2.85,0.892339267389462,15652.61,2019-07-09
Moldova,MDA,MDL,43,17.8142,2726.54,2019-07-09
Mexico,MEX,MXN,50,18.89525,9376.99,2019-07-09
Malaysia,MYS,MYR,8.85,4.1425,9827.67,2019-07-09
Nicaragua,NIC,NIO,110,33.1621,2221.8,2019-07-09
Netherlands,NLD,EUR,4.06,0.892339267389462,48555.35,2019-07-09
Norway,NOR,NOK,42,8.65275,75513.64,2019-07-09
New Zealand,NZL,NZD,6.4,1.51343170639425,41350.26,2019-07-09
Oman,OMN,OMR,1.21,0.385,17128.37,2019-07-09
Pakistan,PAK,PKR,480,157.45,1545.94,2019-07-09
Peru,PER,PEN,10.5,3.2868,6728.09,2019-07-09
Philippines,PHL,PHP,142,51.3175,2988.9,2019-07-09
Poland,POL,PLN,10.8,3.80775,13867.61,2019-07-09
Portugal,PRT,EUR,3.25,0.892339267389462,21334.13,2019-07-09
Qatar,QAT,QAR,13,3.64175,62826.06,2019-07-09
Romania,ROU,RON,9.3,4.2192,10761.71,2019-07-09
Russia,RUS,RUB,130,63.83875,10961.99,2019-07-09
Saudi Arabia,SAU,SAR,13,3.75035,21153.21,2019-07-09
Singapore,SGP,SGD,5.8,1.3613,59990.06,2019-07-09
Slovakia,SVK,EUR,3.2,0.892339267389462,17627.11,2019-07-09
Slovenia,SVN,EUR,2.4,0.892339267389462,23502.25,2019-07-09
Sweden,SWE,SEK,51,9.47505,52924.37,2019-07-09
Thailand,THA,THB,119,30.8275,6730.56,2019-07-09
Turkey,TUR,TRY,13.99,5.722,10537.19,2019-07-09
Taiwan,TWN,TWD,72,31.172,24389.68,2019-07-09
Ukraine,UKR,UAH,57,25.6475,2655.94,2019-07-09
Uruguay,URY,UYU,164,35.1695,16941.56,2019-07-09
United States,USA,USD,5.74,1,59895,2019-07-09
Vietnam,VNM,VND,65000,23231,2353.36,2019-07-09
South Africa,ZAF,ZAR,31,14.175,6182.25,2019-07-09
United Arab Emirates,ARE,AED,14.75,3.67315,39709.006,2020-01-14
Argentina,ARG,ARS,171,60.0656,11658.22,2020-01-14
Australia,AUS,AUD,6.45,1.44906535284741,56420.201,2020-01-14
Austria,AUT,EUR,3.84,0.899159286067527,51343.509,2020-01-14
Azerbaijan,AZE,AZN,3.95,1.6965,4722.325,2020-01-14
Belgium,BEL,EUR,4.3,0.899159286067527,46695.986,2020-01-14
Bahrain,BHR,BHD,1.4,0.377,25482.741,2020-01-14
Brazil,BRA,BRL,19.9,4.1419,8958.576,2020-01-14
Canada,CAN,CAD,6.77,1.30655,46290.217,2020-01-14
Switzerland,CHE,CHF,6.5,0.96825,83161.895,2020-01-14
Chile,CHL,CLP,2640,772.74,15901.725,2020-01-14
China,CHN,CNY,21.5,6.885,9580.239,2020-01-14
Colombia,COL,COP,11900,3287.625,6641.507,2020-01-14
Costa Rica,CRI,CRC,2350,569.965,12039.107,2020-01-14
Czech Republic,CZE,CZK,85,22.63095,23112.593,2020-01-14
Germany,DEU,EUR,4.14,0.899159286067527,47662.493,2020-01-14
Denmark,DNK,DKK,30,6.71935,60897.231,2020-01-14
Egypt,EGY,EGP,42,15.88,2573.288,2020-01-14
Spain,ESP,EUR,4.2,0.899159286067527,30733.168,2020-01-14
Estonia,EST,EUR,3.2,0.899159286067527,23330.275,2020-01-14
Euro area,EUZ,EUR,4.12,0.899159286067527,40247.3234068038,2020-01-14
Finland,FIN,EUR,4.83,0.899159286067527,49737.554,2020-01-14
France,FRA,EUR,4.2,0.899159286067527,42953.266,2020-01-14
Britain,GBR,GBP,3.39,0.76866904954072,42579.817,2020-01-14
Greece,GRC,EUR,3.3,0.899159286067527,20317.18,2020-01-14
Guatemala,GTM,GTQ,25,7.7063,4545.085,2020-01-14
Hong Kong,HKG,HKD,20.5,7.77535,48450.607,2020-01-14
Honduras,HND,HNL,87,24.6548,2523.8,2020-01-14
Croatia,HRV,HRK,22,6.6965,14870.418,2020-01-14
Hungary,HUN,HUF,900,298.7502,16484.19,2020-01-14
Indonesia,IDN,IDR,33000,13670,3870.562,2020-01-14
India,IND,INR,188,70.87815,2037.692,2020-01-14
Ireland,IRL,EUR,4.2,0.899159286067527,78334.865,2020-01-14
Israel,ISR,ILS,17,3.4595,41728.191,2020-01-14
Italy,ITA,EUR,4.3,0.899159286067527,34320.754,2020-01-14
Jordan,JOR,JOD,2.3,0.709,4270.172,2020-01-14
Japan,JPN,JPY,390,110.04,39303.958,2020-01-14
South Korea,KOR,KRW,4500,1156.1,33319.988,2020-01-14
Kuwait,KWT,KWD,1.1,0.3034,30969.438,2020-01-14
Lebanon,LBN,LBP,6500,1514,9251.207,2020-01-14
Sri Lanka,LKA,LKR,580,181.45,4099.118,2020-01-14
Lithuania,LTU,EUR,2.85,0.899159286067527,18994.384,2020-01-14
Latvia,LVA,EUR,2.85,0.899159286067527,18032.617,2020-01-14
Moldova,MDA,MDL,45,17.42,3190.832,2020-01-14
Mexico,MEX,MXN,50,18.8205,9796.976,2020-01-14
Malaysia,MYS,MYR,9.5,4.0745,11072.387,2020-01-14
Nicaragua,NIC,NIO,120,33.8763,2030.5,2020-01-14
Netherlands,NLD,EUR,4.09,0.899159286067527,53228.27,2020-01-14
Norway,NOR,NOK,53,8.87515,81549.977,2020-01-14
New Zealand,NZL,NZD,6.5,1.5135462388376,41204.706,2020-01-14
Oman,OMN,OMR,1.155,0.38505,18969.993,2020-01-14
Pakistan,PAK,PKR,520,154.875,1565.427,2020-01-14
Peru,PER,PEN,11.9,3.3276,7007.171,2020-01-14
Philippines,PHL,PHP,142,50.58,3104.223,2020-01-14
Poland,POL,PLN,11,3.7966,15425.681,2020-01-14
Portugal,PRT,EUR,3.25,0.899159286067527,23437.39,2020-01-14
Qatar,QAT,QAR,13,3.641,70379.492,2020-01-14
Romania,ROU,RON,9.5,4.2982,12269.843,2020-01-14
Russia,RUS,RUB,135,61.4325,11289.439,2020-01-14
Saudi Arabia,SAU,SAR,13,3.7518,23538.94,2020-01-14
Singapore,SGP,SGD,5.9,1.34715,64578.772,2020-01-14
Slovakia,SVK,EUR,3.4,0.899159286067527,19579.309,2020-01-14
Slovenia,SVN,EUR,2.4,0.899159286067527,26145.653,2020-01-14
Sweden,SWE,SEK,51.5,9.4591,54356.073,2020-01-14
Thailand,THA,THB,115,30.2775,7448.119,2020-01-14
Turkey,TUR,TRY,12.99,5.88025,9405.321,2020-01-14
Taiwan,TWN,TWD,72,29.8845,25007.747,2020-01-14
Ukraine,UKR,UAH,57,23.99,3112.883,2020-01-14
Uruguay,URY,UYU,179,37.435,17014.132,2020-01-14
United States,USA,USD,5.67,1,62868.917,2020-01-14
Vietnam,VNM,VND,66000,23176,2551.123,2020-01-14
South Africa,ZAF,ZAR,31,14.391,6353.846,2020-01-14
United Arab Emirates,ARE,AED,14.75,3.67295,39709.006,2020-07-01
Argentina,ARG,ARS,250,71.24065,11658.22,2020-07-01
Australia,AUS,AUD,6.55,1.43061516452074,56420.201,2020-07-01
Austria,AUT,EUR,3.86,0.879623521132955,51343.509,2020-07-01
Azerbaijan,AZE,AZN,3.95,1.699,4722.325,2020-07-01
Belgium,BEL,EUR,4.35,0.879623521132955,46695.986,2020-07-01
Bahrain,BHR,BHD,1.4,0.37705,25482.741,2020-07-01
Brazil,BRA,BRL,20.9,5.34045,8958.576,2020-07-01
Canada,CAN,CAD,6.88,1.3552,46290.217,2020-07-01
Switzerland,CHE,CHF,6.5,0.94125,83161.895,2020-07-01
Chile,CHL,CLP,2740,787.7,15901.725,2020-07-01
China,CHN,CNY,21.7,7.0035,9580.239,2020-07-01
Colombia,COL,COP,11900,3617.01,6641.507,2020-07-01
Costa Rica,CRI,CRC,2350,581.825,12039.107,2020-07-01
Czech Republic,CZE,CZK,89,23.4134,23112.593,2020-07-01
Germany,DEU,EUR,4.45,0.879623521132955,47662.493,2020-07-01
Denmark,DNK,DKK,30,6.54935,60897.231,2020-07-01
Egypt,EGY,EGP,42,15.95,2573.288,2020-07-01
Spain,ESP,EUR,4.1,0.879623521132955,30733.168,2020-07-01
Estonia,EST,EUR,3.2,0.879623521132955,23330.275,2020-07-01
Euro area,EUZ,EUR,4.21,0.879623521132955,40247.3234068038,2020-07-01
Finland,FIN,EUR,4.88,0.879623521132955,49737.554,2020-07-01
France,FRA,EUR,4.2,0.879623521132955,42953.266,2020-07-01
Britain,GBR,GBP,3.39,0.792550029720626,42579.817,2020-07-01
Greece,GRC,EUR,3.3,0.879623521132955,20317.18,2020-07-01
Guatemala,GTM,GTQ,25,7.693,4545.085,2020-07-01
Hong Kong,HKG,HKD,20.5,7.75095,48450.607,2020-07-01
Honduras,HND,HNL,87,24.6907,2523.8,2020-07-01
Croatia,HRV,HRK,22,6.6272,14870.418,2020-07-01
Hungary,HUN,HUF,900,311.37795,16484.19,2020-07-01
Indonesia,IDN,IDR,34000,14435,3870.562,2020-07-01
India,IND,INR,190,75.1975,2037.692,2020-07-01
Ireland,IRL,EUR,4.3,0.879623521132955,78334.865,2020-07-01
Israel,ISR,ILS,17,3.4367,41728.191,2020-07-01
Italy,ITA,EUR,4.3,0.879623521132955,34320.754,2020-07-01
Jordan,JOR,JOD,2.3,0.709,4270.172,2020-07-01
Japan,JPN,JPY,390,107.275,39303.958,2020-07-01
South Korea,KOR,KRW,4500,1200.95,33319.988,2020-07-01
Kuwait,KWT,KWD,1.15,0.3078,30969.438,2020-07-01
Lebanon,LBN,LBP,9000,1512,9251.207,2020-07-01
Sri Lanka,LKA,LKR,680,185.85,4099.118,2020-07-01
Lithuania,LTU,EUR,2.85,0.879623521132955,18994.384,2020-07-01
Latvia,LVA,EUR,2.85,0.879623521132955,18032.617,2020-07-01
Moldova,MDA,MDL,47,17.075,3190.832,2020-07-01
Mexico,MEX,MXN,50,22.436,9796.976,2020-07-01
Malaysia,MYS,MYR,9.99,4.2655,11072.387,2020-07-01
Nicaragua,NIC,NIO,120,34.3752,2030.5,2020-07-01
Netherlands,NLD,EUR,4.09,0.879623521132955,53228.27,2020-07-01
Norway,NOR,NOK,52,9.37105,81549.977,2020-07-01
New Zealand,NZL,NZD,6.6,1.51779615997572,41204.706,2020-07-01
Oman,OMN,OMR,1.1,0.385,18969.993,2020-07-01
Pakistan,PAK,PKR,550,166.5,1565.427,2020-07-01
Peru,PER,PEN,11.9,3.4973,7007.171,2020-07-01
Philippines,PHL,PHP,142,49.426,3104.223,2020-07-01
Poland,POL,PLN,11,3.94345,15425.681,2020-07-01
Portugal,PRT,EUR,3.45,0.879623521132955,23437.39,2020-07-01
Qatar,QAT,QAR,13,3.641,70379.492,2020-07-01
Romania,ROU,RON,9.9,4.26005,12269.843,2020-07-01
Russia,RUS,RUB,135,70.585,11289.439,2020-07-01
Saudi Arabia,SAU,SAR,14,3.75105,23538.94,2020-07-01
Singapore,SGP,SGD,5.9,1.3876,64578.772,2020-07-01
Slovakia,SVK,EUR,3.6,0.879623521132955,19579.309,2020-07-01
Slovenia,SVN,EUR,2.5,0.879623521132955,26145.653,2020-07-01
Sweden,SWE,SEK,52.6,9.1384,54356.073,2020-07-01
Thailand,THA,THB,128,31.385,7448.119,2020-07-01
Turkey,TUR,TRY,13.99,6.8595,9405.321,2020-07-01
Taiwan,TWN,TWD,72,29.4565,25007.747,2020-07-01
Ukraine,UKR,UAH,59,27.13,3112.883,2020-07-01
Uruguay,URY,UYU,189,43.675,17014.132,2020-07-01
United States,USA,USD,5.71,1,62868.917,2020-07-01
Vietnam,VNM,VND,66000,23180,2551.123,2020-07-01
South Africa,ZAF,ZAR,31,16.6725,6353.846,2020-07-01
United Arab Emirates,ARE,AED,14.75,3.67315,39179.883,2021-01-01
Argentina,ARG,ARS,320,85.3736,9890.314,2021-01-01
Australia,AUS,AUD,6.48,1.29996750081248,54348.227,2021-01-01
Austria,AUT,EUR,3.88,0.823011398707872,50380.282,2021-01-01
Azerbaijan,AZE,AZN,3.95,1.699,4813.67,2021-01-01
Belgium,BEL,EUR,4.35,0.823011398707872,46236.67,2021-01-01
Bahrain,BHR,BHD,1.5,0.377,25997.583,2021-01-01
Brazil,BRA,BRL,21.9,5.5046,8751.381,2021-01-01
Canada,CAN,CAD,6.77,1.2803,46271.717,2021-01-01
Switzerland,CHE,CHF,6.5,0.89155,82483.925,2021-01-01
Chile,CHL,CLP,2940,719.425,14772.111,2021-01-01
China,CHN,CNY,22.4,6.4751,10286.58,2021-01-01
Colombia,COL,COP,12950,3460.5,6423.179,2021-01-01
Costa Rica,CRI,CRC,2350,613.77,12243.842,2021-01-01
Czech Republic,CZE,CZK,89,21.5909,23538.518,2021-01-01
Germany,DEU,EUR,4.46,0.823011398707872,46472.623,2021-01-01
Denmark,DNK,DKK,30,6.12065,59770.324,2021-01-01
Egypt,EGY,EGP,42.5,15.64,3043.64,2021-01-01
Spain,ESP,EUR,4.33,0.823011398707872,29993.061,2021-01-01
Estonia,EST,EUR,3.2,0.823011398707872,23757.617,2021-01-01
Euro area,EUZ,EUR,4.25,0.823011398707872,39378.2868561122,2021-01-01
Finland,FIN,EUR,4.87,0.823011398707872,48809.551,2021-01-01
France,FRA,EUR,4.2,0.823011398707872,41896.577,2021-01-01
Britain,GBR,GBP,3.29,0.741372280090447,42378.606,2021-01-01
Greece,GRC,EUR,3.3,0.823011398707872,19569.531,2021-01-01
Guatemala,GTM,GTQ,25,7.8009,4354.336,2021-01-01
Hong Kong,HKG,HKD,20.5,7.75535,48626.576,2021-01-01
Honduras,HND,HNL,87,24.103,2550.666,2021-01-01
Croatia,HRV,HRK,23,6.23875,14853.016,2021-01-01
Hungary,HUN,HUF,900,297.42395,16469.607,2021-01-01
Indonesia,IDN,IDR,34000,14125,4196.67,2021-01-01
India,IND,INR,190,73.39,2097.782,2021-01-01
Ireland,IRL,EUR,4.4,0.823011398707872,80504.404,2021-01-01
Israel,ISR,ILS,17,3.179,43603.013,2021-01-01
Italy,ITA,EUR,4.3,0.823011398707872,33159.068,2021-01-01
Jordan,JOR,JOD,2.3,0.709,4425.687,2021-01-01
Japan,JPN,JPY,390,104.295,40255.936,2021-01-01
South Korea,KOR,KRW,4500,1097.35,31846.217,2021-01-01
Kuwait,KWT,KWD,1.15,0.3037,28499.788,2021-01-01
Lebanon,LBN,LBP,15500,8750,7661.073,2021-01-01
Sri Lanka,LKA,LKR,700,189,3852.484,2021-01-01
Lithuania,LTU,EUR,2.9,0.823011398707872,19482.142,2021-01-01
Latvia,LVA,EUR,2.85,0.823011398707872,17771.634,2021-01-01
Moldova,MDA,MDL,50,17.225,4458.192,2021-01-01
Mexico,MEX,MXN,54,20.11475,9862.44,2021-01-01
Malaysia,MYS,MYR,9.99,4.052,11193.016,2021-01-01
Nicaragua,NIC,NIO,124,34.8453,1920.291,2021-01-01
Netherlands,NLD,EUR,4.13,0.823011398707872,52646.193,2021-01-01
Norway,NOR,NOK,52,8.5439,75294.428,2021-01-01
New Zealand,NZL,NZD,6.8,1.39508928571429,41666.635,2021-01-01
Oman,OMN,OMR,1.1,0.385,18198.309,2021-01-01
Pakistan,PAK,PKR,550,160.35,1348.676,2021-01-01
Peru,PER,PEN,11.9,3.6207,6957.864,2021-01-01
Philippines,PHL,PHP,142,48.0925,3511.935,2021-01-01
Poland,POL,PLN,13.08,3.7226,15600.657,2021-01-01
Portugal,PRT,EUR,3.45,0.823011398707872,23132.455,2021-01-01
Qatar,QAT,QAR,13,3.641,62918.848,2021-01-01
Romania,ROU,RON,9.9,4.0089,12887.06,2021-01-01
Russia,RUS,RUB,135,74.63,11601.418,2021-01-01
Saudi Arabia,SAU,SAR,14,3.7518,23266.486,2021-01-01
Singapore,SGP,SGD,5.9,1.3308,65233.88,2021-01-01
Slovakia,SVK,EUR,3.7,0.823011398707872,19344.174,2021-01-01
Slovenia,SVN,EUR,2.5,0.823011398707872,25992.066,2021-01-01
Sweden,SWE,SEK,52.88,8.29525,51404.434,2021-01-01
Thailand,THA,THB,128,30.13,7806.961,2021-01-01
Turkey,TUR,TRY,14.99,7.4705,9150.862,2021-01-01
Taiwan,TWN,TWD,72,27.98,25873.367,2021-01-01
Ukraine,UKR,UAH,62,28.14,3706.765,2021-01-01
Uruguay,URY,UYU,204,42.495,16110.742,2021-01-01
United States,USA,USD,5.66,1,65253.518,2021-01-01
Vietnam,VNM,VND,66000,23064,3416.232,2021-01-01
South Africa,ZAF,ZAR,33.5,15.5225,5977.954,2021-01-01
